,user_id,burnout,confidence,depression,discipline,meaning,motivation,relationships,stress
0,E7atG91PDhaT402pE9xmzfZXlOP2,0,0,0,0,0,0,0,0
1,E7atG91PDhaT402pE9xmzfZXlOP2,0,0,0,0,0,0,0,0
2,FkpxsnbsaeX8PCN16qUGAD8TC9v1,0,0,0,0,0,0,0,0
3,duj0o4xwzhavM5qPwmRRummkulH3,0,0,0,0,0,0,0,0
4,zxTbZavPGmZiSa9CtWKa96C1EAA2,0,0,0,0,0,0,0,0
5,zxTbZavPGmZiSa9CtWKa96C1EAA2,0,0,0,0,0,0,0,0
6,zxTbZavPGmZiSa9CtWKa96C1EAA2,0,0,0,0,0,0,0,0
7,zxTbZavPGmZiSa9CtWKa96C1EAA2,0,0,0,0,0,0,0,0
8,zxTbZavPGmZiSa9CtWKa96C1EAA2,0,0,0,0,0,0,0,0
9,zxTbZavPGmZiSa9CtWKa96C1EAA2,0,0,0,0,0,0,0,0
10,zxTbZavPGmZiSa9CtWKa96C1EAA2,0,0,0,0,0,0,0,0
11,zxTbZavPGmZiSa9CtWKa96C1EAA2,0,0,0,0,0,0,0,0
12,zxTbZavPGmZiSa9CtWKa96C1EAA2,0,0,0,0,0,0,0,0
13,zxTbZavPGmZiSa9CtWKa96C1EAA2,0,0,0,0,0,0,0,0
14,zxTbZavPGmZiSa9CtWKa96C1EAA2,0,0,0,0,0,0,0,0
15,zxTbZavPGmZiSa9CtWKa96C1EAA2,0,0,0,0,0,0,0,0
16,zxTbZavPGmZiSa9CtWKa96C1EAA2,0,0,0,0,0,0,0,0
17,zxTbZavPGmZiSa9CtWKa96C1EAA2,0,0,0,0,0,0,0,0
18,zxTbZavPGmZiSa9CtWKa96C1EAA2,0,0,0,0,0,0,0,0
19,zxTbZavPGmZiSa9CtWKa96C1EAA2,0,0,0,0,0,0,0,0
20,zxTbZavPGmZiSa9CtWKa96C1EAA2,0,0,0,0,0,0,0,0
21,zxTbZavPGmZiSa9CtWKa96C1EAA2,0,0,0,0,0,0,0,0
22,zxTbZavPGmZiSa9CtWKa96C1EAA2,0,0,0,0,0,0,0,0
23,zxTbZavPGmZiSa9CtWKa96C1EAA2,0,0,0,0,0,0,0,0
24,zxTbZavPGmZiSa9CtWKa96C1EAA2,0,0,0,0,0,0,0,0
25,zxTbZavPGmZiSa9CtWKa96C1EAA2,0,0,0,0,0,0,0,0
26,zxTbZavPGmZiSa9CtWKa96C1EAA2,0,0,0,0,0,0,0,0
27,zxTbZavPGmZiSa9CtWKa96C1EAA2,0,0,0,0,0,0,0,0
28,VA16DtCQoPTTNSNJyjcXijaR2ek1,1,0,1,0,0,0,0,1
29,T942BvfXrDOpYC7HBzdh00sWbCm2,1,0,0,0,0,0,1,1
30,rcR1tzCQaBXDTvU3j2PbaMAcKS82,0,0,0,1,1,0,0,1
31,FkpxsnbsaeX8PCN16qUGAD8TC9v1,0,0,0,0,1,0,1,1
32,Fu3F3RVYDfXxnLGuWjulhU8WsKr2,0,1,0,0,0,0,1,1
33,sV3pN2YkkAe9eEKgbhKd2DSZTm53,1,0,1,0,0,0,0,1
34,ok9tRElNzkYMoEPRawXGBzJux683,0,0,1,1,0,0,0,1
35,FkpxsnbsaeX8PCN16qUGAD8TC9v1,0,0,1,0,0,0,1,1
36,MDWRGDYnIUhAjoaIzU6wbims7Sg1,0,0,0,1,1,0,0,1
37,j2mB6iKqFIfPwfpyFKUxeGUMvIg2,0,0,0,0,0,1,1,1
38,FkpxsnbsaeX8PCN16qUGAD8TC9v1,1,0,0,0,0,0,0,0
39,JGQ6NKOVxCfZUzQ7yz3sUt3FiQu1,1,0,0,0,1,0,0,1
40,ymYDXD2opve4fA198aYRyNIJINN2,1,0,0,0,1,0,0,1
41,OBlazroEuYcITb2Mxw8EpBRBxSt1,1,0,1,0,0,0,0,1
42,PJG0sMkgphc9yNmzzHSJlTjeliG2,1,0,1,0,0,0,0,1
43,ykeu2QJNW4WaOMZd0em1h5PUz6a2,1,0,0,0,0,0,1,1
44,9TA2P8QIVrceHCOl7x5FXzYV3Cq1,1,1,0,0,1,0,0,0
45,CiOJF15l1LgF5kyTry8QMwt4G2n2,1,0,0,0,1,1,0,0
46,FkpxsnbsaeX8PCN16qUGAD8TC9v1,1,0,0,0,1,1,0,0
47,FkpxsnbsaeX8PCN16qUGAD8TC9v1,1,0,0,0,1,1,0,0
48,FkpxsnbsaeX8PCN16qUGAD8TC9v1,1,0,0,0,1,1,0,0
49,FkpxsnbsaeX8PCN16qUGAD8TC9v1,1,0,0,0,1,1,0,0
50,FkpxsnbsaeX8PCN16qUGAD8TC9v1,1,0,0,0,1,1,0,0
51,FkpxsnbsaeX8PCN16qUGAD8TC9v1,1,0,0,0,1,1,0,0
52,FkpxsnbsaeX8PCN16qUGAD8TC9v1,1,0,0,0,1,1,0,0
53,FkpxsnbsaeX8PCN16qUGAD8TC9v1,1,0,0,0,1,1,0,0
54,FkpxsnbsaeX8PCN16qUGAD8TC9v1,1,0,0,0,1,1,0,0
55,FkpxsnbsaeX8PCN16qUGAD8TC9v1,1,0,0,0,1,1,0,0
56,FkpxsnbsaeX8PCN16qUGAD8TC9v1,1,0,0,0,1,1,0,0
57,FkpxsnbsaeX8PCN16qUGAD8TC9v1,1,0,0,0,1,1,0,0
58,FkpxsnbsaeX8PCN16qUGAD8TC9v1,1,0,0,0,1,1,0,0
59,FkpxsnbsaeX8PCN16qUGAD8TC9v1,1,0,0,0,1,1,0,0
60,PKjXONKLr7NEwg7J4nfubPVaQm82,1,0,0,0,1,1,0,0
61,PKjXONKLr7NEwg7J4nfubPVaQm82,1,0,0,0,1,1,0,0
62,PKjXONKLr7NEwg7J4nfubPVaQm82,1,0,0,0,1,1,0,0
63,PKjXONKLr7NEwg7J4nfubPVaQm82,1,0,0,0,1,1,0,0
64,PKjXONKLr7NEwg7J4nfubPVaQm82,1,0,0,0,1,1,0,0
65,Z8bUAhTvXuRVTg979HcjtFfHWpx2,1,0,0,0,1,1,0,0
66,duj0o4xwzhavM5qPwmRRummkulH3,1,0,0,0,1,1,0,0
67,eDDjveNPG2fKrvVupwL6W7fGIcz2,1,0,0,0,1,1,0,0
68,hkGa9dN2bpP5gXfBhlXgIJgdQx63,1,0,0,0,1,1,0,0
69,jr6v72cFxtbr9RmX9HfrWjl1DoO2,1,0,0,0,1,1,0,0
70,oLuESXHK8mb70EBDQfT0i6ypnmg2,1,0,0,0,1,1,0,0
71,qnO4GQuFhChzPaD1bJOKJp9kURo2,1,0,0,0,1,1,0,0
72,xH0FHTDPOwWgHBQU7uuuEFJEfPx2,1,0,0,0,1,1,0,0
73,ymYDXD2opve4fA198aYRyNIJINN2,1,0,0,0,1,1,0,0
74,zoje1EwaUjgfUVxUnwkSH2y2p6I2,1,0,0,0,1,1,0,0
75,CpfIdxc23aR8EPQjIlzdc6jy16u2,1,0,1,0,1,0,0,0
76,JWwoIvhhVzQBXU8kXiJea6XMvV63,1,0,1,0,1,0,0,0
77,UfxqyyJOWYT4KBd5HJSRgcwfP8k2,0,0,0,0,1,0,0,0
78,7yg7efXymicQuHb0SpeN24frBl62,0,1,0,0,1,0,0,1
79,EWKLL4Jej3SFiZX2LrBtBzDsvXG2,0,0,1,0,1,0,0,1
80,u9LDD2DN6uNXR3atiXIKxxpjPYq2,0,0,1,0,1,0,0,1
81,qnO4GQuFhChzPaD1bJOKJp9kURo2,1,1,0,0,1,0,0,0
82,zoje1EwaUjgfUVxUnwkSH2y2p6I2,1,0,1,0,1,0,0,0
83,cji3aHKugSaLEUtf3qqKGw6RveX2,0,1,0,0,1,0,0,1
84,v0EsgRlmJoZZoQn81kK5tM7nNNy1,0,1,0,1,1,0,0,0
85,FkpxsnbsaeX8PCN16qUGAD8TC9v1,0,1,0,0,1,1,0,0
86,FkpxsnbsaeX8PCN16qUGAD8TC9v1,0,1,0,0,1,1,0,0
87,JswAeTwpF4VUaAniunU8Af4RzcI2,0,0,1,0,1,0,0,1
88,eDDjveNPG2fKrvVupwL6W7fGIcz2,1,0,1,0,1,0,0,0
89,WAbC3avwbjNspP3I7eyyMAonmws1,0,1,1,0,1,0,0,0
90,ymxndAt9jaYnat7aOqqrP0nW7Dh1,0,0,1,1,1,0,0,0
91,pgQ6CXqyPIRFmp7zc1d5iWsnVEL2,0,0,1,0,1,0,1,0
92,CiOJF15l1LgF5kyTry8QMwt4G2n2,0,1,0,1,1,0,0,0
93,sBiEjDKG8AeMsSt6d3fzaBUNiEr1,0,1,0,1,1,0,0,0
94,fHrkNtaGFIWyO2t5BPfa1vfU76R2,0,0,0,1,1,1,0,0
95,PLVADDPa8HXhJcTz40oBkRKolUJ2,0,1,0,0,1,1,0,0
96,PSl4qsv4clMY0YHqaZmQzMR4pi12,0,1,0,0,1,1,0,0
97,T942BvfXrDOpYC7HBzdh00sWbCm2,0,1,0,0,1,1,0,0
98,oLuESXHK8mb70EBDQfT0i6ypnmg2,0,1,0,0,1,1,0,0
99,DnoUSBdz58ZFr2L13ZnuLTESXNd2,0,0,0,1,1,1,0,0
100,FkpxsnbsaeX8PCN16qUGAD8TC9v1,0,0,0,0,1,0,1,0
101,ArxjMIfI76SjdXSCGn5WOTstTiu1,0,1,0,0,1,0,1,0
102,9TA2P8QIVrceHCOl7x5FXzYV3Cq1,1,1,0,0,1,0,0,0
103,hbnbYI5FzuMI9Efp7L9A90VCy9l2,1,1,1,0,0,0,0,0
104,sJqrtO0ZvBhF8W9D8m26X39msX33,0,1,1,0,1,0,0,0
105,hkGa9dN2bpP5gXfBhlXgIJgdQx63,0,1,0,0,1,1,0,0
106,9BpA1f8ZGTaDExmS9KZWBfi3OZE3,0,1,0,0,1,0,1,0
107,FkpxsnbsaeX8PCN16qUGAD8TC9v1,0,1,0,0,1,0,1,0
108,zxTbZavPGmZiSa9CtWKa96C1EAA2,0,1,0,1,0,1,0,0
109,dPtnunEV9uXQQvWZ7oeLRRyuHfG3,0,1,0,1,0,1,0,0
110,Zj6NvllPH3Rlja4FG8inqR3bzEJ2,0,1,1,0,0,0,0,1
111,FkpxsnbsaeX8PCN16qUGAD8TC9v1,0,1,1,1,0,0,0,0
112,LDwhbfuKRPhFu85xrtHbAhuMlQF3,1,0,1,0,0,0,1,0
113,STUeuf9wI4WlesemaJqItqCpB553,0,0,0,1,1,0,0,1
114,ZvVQKImffeNspegx8Jm5OkfEV8N2,0,0,0,1,1,0,0,1
115,YseNx6sgMwWBjsaM1EgAQfLcgqH2,0,0,1,1,0,0,0,1
116,koB0NrlSyleVjcasC4KRIBT2FV02,0,0,0,1,0,0,1,1
117,ldskD11lxrdxdrZ3QXuXU3x18ii1,1,1,0,1,0,0,0,0
118,jr6v72cFxtbr9RmX9HfrWjl1DoO2,0,1,0,1,1,0,0,0
119,Bq43ywM9k3bFXVtHkgs7Ut4ISqE3,0,0,1,1,1,0,0,0
120,i9XmJ2x8yogJPh9qXz7uorB8ktF3,0,0,0,1,1,1,0,0
121,IiB5oXUuiMZaPtG7FZQll9WpoY43,0,0,1,1,0,0,1,0
122,7vYECH9LdncFJWyXSNloSLK5Sjp1,0,1,0,0,0,1,0,1
123,IfLZ1xFo8UZhgUVmOxSDtcvtsS42,0,0,1,0,0,1,0,1
124,Z8bUAhTvXuRVTg979HcjtFfHWpx2,0,0,0,1,0,1,0,1
125,hzIZ23kZWOOLucZs1el9ocAx1Nu2,0,0,0,0,0,1,1,1
126,EL12BVTo4xNlCTNg839AYO4gMlA3,1,0,0,0,0,1,1,0
127,xH0FHTDPOwWgHBQU7uuuEFJEfPx2,0,0,0,1,0,1,1,0
128,7vYECH9LdncFJWyXSNloSLK5Sjp1,0,0,0,0,0,0,1,0
129,PKjXONKLr7NEwg7J4nfubPVaQm82,0,0,1,0,0,0,1,1
130,V58WzEe8uobbD2YAhqAapUEkT4y1,0,0,1,0,0,0,1,1
131,WylJB1lmwFUfRR1vEUgnu9aLDFy1,0,0,1,0,0,0,1,1
132,jE9MQpR7nfMgmx9sxm37j5a2b4B3,0,0,1,0,0,0,1,1
133,c7pOs8yP5KgmNtAHq8OehJf5f8v2,0,1,0,0,0,0,1,0
134,T942BvfXrDOpYC7HBzdh00sWbCm2,0,1,0,0,1,0,1,0
135,lpHXt8I3bUbNZnOFUXO8Ab22coB3,0,1,0,1,0,0,1,0
136,dPtnunEV9uXQQvWZ7oeLRRyuHfG3,0,0,1,0,1,0,1,0
